,Area,Year,rainfall,Temperature,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
1225,Kazakhstan,2008,18.521066666666666,9.547392222222221,115911,0.25,0.57,0.5,0.01
1226,Kazakhstan,2009,23.94961111111111,9.057363333333337,150000,0.3,1.03,0.91,0.03
1227,Kazakhstan,2010,19.569726666666668,9.098038888888887,100000,0.22,1.41,0.51,0.11
1228,Kazakhstan,2011,22.14684444444445,8.848722222222221,100000,0.36,1.62,1.21,0.15
1229,Kazakhstan,2012,18.505814444444443,9.434011111111113,150000,0.29,3.57,0.71,0.12
1230,Kazakhstan,2013,27.23924444444444,10.116908888888887,140000,0.3,1.89,0.87,0.12
1231,Kazakhstan,2014,19.2939,8.882255555555554,160000,0.38,2.72,1.09,0.12
1232,Kazakhstan,2015,22.926111111111112,10.012294444444443,158161,0.36,3.08,1.11,0.08
1233,Kazakhstan,2016,28.364722222222234,11.092711111111116,156401,0.36,3.42,3.28,0.57
1234,Kenya,1991,49.02251111111111,24.62634444444444,61951,0.62,9.4,9.7,1.11
1235,Kenya,1992,40.14144444444445,24.634788888888888,66202,0.6,8.28,7.93,1.44
1236,Kenya,1993,49.95236666666667,24.454822222222226,83822,0.63,7.6,9.4,1.05
1237,Kenya,1994,43.974974444444435,24.542244444444442,90832,0.58,8.56,11.97,1.35
1238,Kenya,1995,49.77973333333334,24.817077777777786,93895,0.78,5.58,6.76,0.91
1239,Kenya,1996,46.48753333333334,24.814655555555557,87303,1.23,12.23,14.72,4.27
1240,Kenya,1997,46.63326666666667,24.814177777777786,89620,0.98,9.63,13.11,2.64
1241,Kenya,1998,67.71381111111111,24.906,82943,0.8,10.28,11.07,3.3
1242,Kenya,1999,42.58816777777777,25.00608888888889,89965,0.55,9.72,15.23,1.61
1243,Kenya,2000,32.04500666666667,24.868255555555557,88668,0.37,13.02,13.26,0.85
1244,Kenya,2001,47.17307333333334,25.021655555555554,88395,0.28,14.45,11.23,1.41
1245,Kenya,2002,55.51603333333333,25.43483333333333,79140,0.29,11.37,13.68,0.16
1246,Kenya,2003,53.10245,25.43044444444445,71193,0.28,12.21,16.21,2.13
1247,Kenya,2004,39.803066666666666,25.42278888888889,72373,0.28,11.37,12.33,1.87
1248,Kenya,2005,33.94655555555555,25.34014444444445,79703,0.28,12.72,16.34,2.64
1249,Kenya,2006,54.21736666666666,25.248122222222214,85357,0.27,13.5,14.81,2.28
1250,Kenya,2007,55.68036666666667,25.01596666666667,98313,0.27,13.77,17.18,2.48
1251,Kenya,2008,48.23866666666667,24.99403333333333,98190,0.27,12.63,16.88,0.98
1252,Kenya,2009,37.436488888888896,25.5072,98420,0.26,11.26,15.57,2.45
1253,Kenya,2010,53.63015555555555,25.36723333333333,106580,0.26,11.76,12.6,3.37
1254,Kenya,2011,42.98153333333333,25.44325555555555,88392,0.25,17.69,17.03,5.21
1255,Kenya,2012,48.03556666666666,25.237477777777766,83415,0.25,14.24,14.26,3.06
1256,Kenya,2013,64.02496666666667,25.08673333333333,99786,0.25,20.36,12.16,3.01
1257,Kenya,2014,44.22745555555557,25.40375555555556,103299,0.25,36.17,1.9,1.19
1258,Kenya,2015,53.41895555555556,25.328111111111113,98962,0.25,20.98,3.16,2.02
1259,Kenya,2016,50.32652222222222,25.7487,88628,0.25,15.73,9.68,1.19
1260,Kuwait,1991,13.618735555555556,26.822966666666666,36280,2.8,9.47,2.34,2.56
1261,Kuwait,1992,8.258415555555558,25.80830000000001,192255,2.8,9.47,2.34,2.56
1262,Kuwait,1993,16.527903333333335,26.674055555555558,193508,2.33,9.47,2.34,2.56
1263,Kuwait,1994,5.195772222222222,27.610522222222233,273214,2.33,9.47,2.34,2.56
1264,Kuwait,1995,9.059276666666667,27.17270000000001,260714,2.33,9.47,2.34,2.56
1265,Kuwait,1996,16.78853444444444,27.61595555555556,278182,2.57,9.47,2.34,2.56
1266,Kuwait,1997,10.705918888888887,26.750722222222233,283636,2.86,9.47,2.34,2.56
1267,Kuwait,1998,10.989116666666664,27.945055555555548,229091,4.57,9.47,2.34,2.56
1268,Kuwait,1999,11.711916666666667,28.406011111111113,214286,4.0,9.47,2.34,2.56
1269,Kuwait,2000,3.7817622222222216,28.01477777777778,225000,2.67,9.47,2.34,2.56
1270,Kuwait,2001,5.518638888888887,28.1531,207692,2.13,9.47,2.34,2.56
1271,Kuwait,2002,7.942781111111111,27.934977777777767,225000,2.13,9.47,2.34,2.56
1272,Kuwait,2003,7.877119999999999,27.919577777777768,205263,2.13,9.47,2.34,2.56
1273,Kuwait,2004,10.83679,27.855266666666665,205714,2.29,9.47,2.34,2.56
1274,Kuwait,2005,9.300248888888893,27.430755555555557,218750,2.29,9.47,2.34,2.56
1275,Kuwait,2006,8.427084444444441,28.275488888888887,213333,2.29,9.47,2.34,2.56
1276,Kuwait,2007,9.274911111111107,27.77684444444445,221667,2.13,9.47,2.34,2.56
1277,Kuwait,2008,3.2551822222222224,28.10524444444444,209859,2.13,9.47,2.34,2.56
1278,Kuwait,2009,4.478045555555553,27.898688888888888,208889,2.06,9.47,2.34,2.56
1279,Kuwait,2010,5.277878888888889,29.21058888888889,215000,2.0,9.47,2.34,2.56
1280,Kuwait,2011,7.707592222222222,28.064311111111113,199286,1.94,9.47,2.34,2.56
1281,Kuwait,2012,5.0557533333333335,27.850244444444442,201579,2.0,9.47,2.34,2.56
1282,Kuwait,2013,1.8444144444444448,27.573,220000,1.82,9.47,2.34,2.56
1283,Kuwait,2014,8.387918888888887,28.16662222222222,204000,1.99,9.47,2.34,2.56
1284,Kuwait,2015,3.7228066666666657,28.690922222222234,213143,2.39,9.47,2.34,2.56
1285,Kuwait,2016,10.69841,28.800799999999995,232158,2.29,9.47,2.34,2.56
1286,Kyrgyzstan,1992,34.10995333333333,4.024332222222223,50000,1.74,18.23,1.22,3.6
1287,Kyrgyzstan,1993,40.72244,4.022852222222223,50000,1.55,15.49,0.7,3.52
1288,Kyrgyzstan,1994,27.726888888888887,3.9597577777777775,20000,1.45,16.02,0.73,3.64
1289,Kyrgyzstan,1995,22.755744444444442,4.719636666666667,100000,1.33,16.59,0.75,3.77
1290,Kyrgyzstan,1996,35.186298888888885,3.50938,120000,1.09,17.54,0.7,3.51
1291,Kyrgyzstan,1997,27.426760000000005,5.637007777777778,160000,0.93,17.53,0.7,3.51
1292,Kyrgyzstan,1998,47.34758888888889,4.524337777777777,260000,0.78,19.41,0.75,0.21
1293,Kyrgyzstan,1999,36.70225555555556,5.204550000000001,200000,0.63,18.71,0.82,0.03
1294,Kyrgyzstan,2000,25.5995,5.816932222222222,200000,0.48,19.43,0.98,0.1
1295,Kyrgyzstan,2001,21.09067444444445,5.67934,400000,0.43,19.43,0.0,0.16
1296,Kyrgyzstan,2002,43.62722222222222,5.522436666666668,266667,0.52,6.54,0.15,0.03
1297,Kyrgyzstan,2003,46.219384444444465,4.43241,114444,0.92,22.24,1.28,0.01
1298,Kyrgyzstan,2004,34.81930555555555,5.801726666666667,144286,0.94,19.37,1.2,0.01
1299,Kyrgyzstan,2005,38.25003,5.257413333333333,144286,0.8,21.82,1.5,0.0
1300,Kyrgyzstan,2006,30.44189666666667,5.596935555555557,187143,0.59,19.8,1.22,0.0
1301,Kyrgyzstan,2007,31.702928888888888,6.251707777777778,172857,0.76,19.32,1.92,0.0
1302,Kyrgyzstan,2008,22.193112222222233,5.3882200000000005,215714,0.49,16.65,1.29,0.0
1303,Kyrgyzstan,2009,37.05018888888888,5.138254444444444,161000,0.2,19.16,0.94,0.74
1304,Kyrgyzstan,2010,43.00473333333333,5.309118888888889,144286,0.26,19.04,2.37,0.0
1305,Kyrgyzstan,2011,32.27675777777777,5.480617777777778,158571,0.23,16.62,1.45,0.03
1306,Kyrgyzstan,2012,27.77985111111111,4.812968888888889,165714,0.27,19.91,3.03,0.03
1307,Kyrgyzstan,2013,34.468541111111115,5.9204333333333325,172857,0.25,21.51,4.37,0.02
1308,Kyrgyzstan,2014,24.84028888888889,4.8031177777777785,172857,0.3,26.37,3.66,0.2
1309,Kyrgyzstan,2015,34.18634222222223,5.851126666666668,168333,0.38,9.43,0.33,0.07
1310,Kyrgyzstan,2016,43.47329777777779,6.487094444444442,161346,0.39,10.33,1.48,0.18
1311,Lebanon,1991,43.36011444444443,16.67093888888889,286598,3.99,40.52,49.02,7.52
1312,Lebanon,1992,50.29942555555554,15.357885555555557,292421,3.99,46.41,51.96,12.75
1313,Lebanon,1993,34.857897777777765,16.46349777777778,277733,3.99,58.82,45.75,13.73
1314,Lebanon,1994,40.37618333333332,17.684704444444446,291527,3.98,32.57,45.6,13.03
1315,Lebanon,1995,22.468051111111112,17.18397333333333,294836,3.95,80.91,48.54,12.94
1316,Lebanon,1996,39.53364333333332,17.203301111111113,284834,3.84,69.18,94.34,12.58
1317,Lebanon,1997,37.32826222222221,15.997982222222225,230168,5.64,68.14,99.38,25.78
1318,Lebanon,1998,38.06386555555555,17.481857777777773,218562,5.57,71.78,98.16,25.46
1319,Lebanon,1999,24.59123666666667,17.868258888888892,222752,6.85,83.02,120.75,36.6
1320,Lebanon,2000,39.2496488888889,17.295424444444443,208944,6.73,90.0,68.15,35.4
1321,Lebanon,2001,34.37866333333333,18.222842222222226,206971,6.9,112.91,74.22,35.6
1322,Lebanon,2002,44.43293666666667,17.60765111111111,190936,6.7,73.23,23.61,29.52
1323,Lebanon,2003,63.35669888888889,17.566175555555553,221722,6.56,85.21,0.0,29.85
1324,Lebanon,2004,44.96899111111111,17.456151111111108,234044,6.53,89.6,0.0,35.08
1325,Lebanon,2005,31.64559777777779,17.405735555555555,237576,6.42,51.61,0.0,26.07
1326,Lebanon,2006,35.049150000000004,17.532227777777774,218664,6.51,33.88,0.0,21.45
1327,Lebanon,2007,37.595116666666655,17.430148888888887,234147,6.55,52.12,0.0,31.66
1328,Lebanon,2008,22.80105111111111,17.770245555555555,231410,6.9,37.5,9.23,29.69
1329,Lebanon,2009,34.291614444444434,17.493717777777775,234959,6.9,59.05,0.0,19.14
1330,Lebanon,2010,29.42297888888889,18.995122222222214,229817,7.57,73.36,0.0,32.94
1331,Lebanon,2011,45.661504444444454,17.561598888888884,232424,7.24,73.27,62.0,34.24
1332,Lebanon,2012,52.690312222222225,17.699327777777782,235459,7.04,72.28,29.96,20.78
1333,Lebanon,2013,42.23200888888889,18.024586666666668,236764,7.04,77.39,0.0,29.57
1334,Lebanon,2014,20.3874,17.98710555555556,233808,7.04,74.03,9.23,29.65
1335,Lebanon,2015,39.01478444444445,17.759168888888887,234256,7.04,73.35,37.21,33.71
1336,Lebanon,2016,31.693795555555553,18.414142222222225,238785,7.04,80.46,38.76,30.65
1337,Liberia,1991,212.40850000000003,25.53317777777778,33384,0.0,65.6,47.29,33.62
1338,Liberia,1992,198.5369333333333,25.28621111111111,33487,0.0,65.6,47.29,33.62
1339,Liberia,1993,201.39042555555562,25.376866666666665,33591,0.0,65.6,47.29,33.62
1340,Liberia,1994,218.59437777777785,25.405477777777786,33694,0.0,65.6,47.29,33.62
1341,Liberia,1995,220.69791222222224,25.578655555555557,33798,0.0,65.6,47.29,33.62
1342,Liberia,1996,251.7670222222221,25.636255555555557,33901,0.0,65.6,47.29,33.62
1343,Liberia,1997,194.4892111111111,25.54003333333333,34005,0.0,65.6,47.29,33.62
1344,Liberia,1998,220.27975555555562,26.238211111111113,34108,0.0,65.6,47.29,33.62
1345,Liberia,1999,234.40616666666665,25.553877777777767,34212,0.0,65.6,47.29,33.62
1346,Liberia,2000,206.37313333333336,25.500211111111113,34315,0.0,65.6,47.29,33.62
1347,Liberia,2001,240.87262222222225,25.505788888888887,34419,0.0,65.6,47.29,33.62
1348,Liberia,2002,233.9120555555556,25.859122222222233,34522,0.0,65.6,47.29,33.62
1349,Liberia,2003,231.72897777777766,25.91431111111111,34626,0.0,65.6,47.29,33.62
1350,Liberia,2004,225.4853888888889,25.779,34740,0.0,65.6,47.29,33.62
1351,Liberia,2005,198.44592222222226,25.93803333333333,34853,0.0,65.6,47.29,33.62
1352,Liberia,2006,265.06932222222224,25.91105555555556,31922,0.0,65.6,47.29,33.62
1353,Liberia,2007,222.18016666666668,25.94341111111111,35122,0.0,65.6,47.29,33.62
1354,Liberia,2008,221.3327444444444,25.50161111111111,35352,0.0,65.6,47.29,33.62
1355,Liberia,2009,213.9490888888889,25.858822222222226,35471,0.0,65.6,47.29,33.62
1356,Liberia,2010,262.82426666666674,26.266377777777766,35588,0.0,65.6,47.29,33.62
1357,Liberia,2011,253.8624111111111,25.840933333333336,35705,0.0,65.6,47.29,33.62
1358,Liberia,2012,167.65083333333334,25.457611111111113,35870,0.0,65.6,47.29,33.62
1359,Liberia,2013,198.94995555555562,25.908755555555558,35923,0.0,65.6,47.29,33.62
1360,Liberia,2014,256.0932666666667,25.71203333333333,35848,0.0,65.6,47.29,33.62
1361,Liberia,2015,182.32327777777772,25.993277777777767,36016,0.0,65.6,47.29,33.62
1362,Liberia,2016,246.3285888888889,26.141744444444445,36190,0.0,65.6,47.29,33.62
1363,Libya,1991,3.656458888888889,23.443566666666666,106843,1.3,16.2,21.99,1.06
1364,Libya,1992,3.3629111111111114,22.713555555555555,107143,1.29,12.33,27.25,0.18
1365,Libya,1993,2.423186666666666,23.169577777777768,108744,1.29,15.98,32.93,2.31
1366,Libya,1994,3.5570166666666663,23.67693333333333,106839,1.29,11.22,20.46,2.57
1367,Libya,1995,4.0602044444444445,23.87668888888889,103226,1.27,13.54,24.83,1.81
1368,Libya,1996,3.9968311111111117,23.896277777777787,102610,1.18,7.02,17.08,2.28
1369,Libya,1997,3.1180311111111116,23.65712222222223,100334,1.18,7.4,17.29,1.39
1370,Libya,1998,2.8235455555555555,24.290877777777766,100637,1.3,9.3,12.56,1.63
1371,Libya,1999,2.5638977777777767,24.46203333333333,102031,1.3,20.28,16.14,3.81
1372,Libya,2000,3.3853400000000002,23.4681,101997,1.3,14.74,8.37,2.47
1373,Libya,2001,1.79181,24.35511111111111,101800,1.3,9.63,21.86,2.56
1374,Libya,2002,2.2916477777777784,24.288611111111113,101661,1.3,14.33,14.58,1.48
1375,Libya,2003,3.226154444444445,23.96022222222221,101571,1.3,11.07,5.22,0.21
1376,Libya,2004,2.3904977777777776,24.019166666666663,101689,1.34,14.2,9.84,0.16
1377,Libya,2005,2.728196666666668,24.035811111111112,101335,1.34,15.35,9.46,0.35
1378,Libya,2006,4.6603400000000015,24.282311111111113,101094,0.83,15.35,10.8,0.26
1379,Libya,2007,3.0167466666666667,24.214444444444453,101231,0.56,15.35,8.94,1.26
1380,Libya,2008,3.7375300000000014,24.17841111111111,101266,0.58,15.35,7.86,1.49
1381,Libya,2009,2.160548888888888,24.251955555555554,101211,0.86,15.35,11.79,0.97
1382,Libya,2010,1.9641244444444448,25.249233333333336,101639,0.51,15.6,15.94,0.72
1383,Libya,2011,2.8937222222222223,24.19088888888889,101394,0.51,15.55,0.0,0.02
1384,Libya,2012,3.477523333333333,23.97653333333333,101246,0.51,15.77,4.68,0.4
1385,Libya,2013,2.4749711111111115,24.38906666666667,101173,0.51,15.18,14.74,0.39
1386,Libya,2014,2.1958800000000003,24.464177777777767,101021,0.51,8.54,10.17,0.52
1387,Libya,2015,2.9433066666666665,24.16714444444445,101183,0.51,6.83,8.01,0.47
1388,Libya,2016,1.59695,24.626366666666666,101483,0.51,7.61,5.21,0.25
1389,Madagascar,1991,111.82583333333336,22.05544444444445,68759,0.04,1.12,0.7,1.01
1390,Madagascar,1992,119.69584444444449,21.965155555555558,66711,0.03,1.17,0.49,0.63
1391,Madagascar,1993,128.03740333333334,21.924788888888887,65121,0.03,1.71,0.45,1.01
1392,Madagascar,1994,113.93216666666667,22.31356666666667,65017,0.02,1.73,0.76,0.75
1393,Madagascar,1995,124.47582222222223,22.12830000000001,64655,0.02,2.22,0.77,0.61
1394,Madagascar,1996,138.82648888888892,21.97221111111111,64062,0.04,2.56,1.33,0.9
1395,Madagascar,1997,125.44313333333334,22.12603333333333,64376,0.04,1.04,0.86,0.82
1396,Madagascar,1998,141.93527777777774,22.54217777777778,64135,0.03,1.03,0.78,0.67
1397,Madagascar,1999,106.19968888888887,22.018222222222214,63962,0.01,1.23,0.65,0.37
1398,Madagascar,2000,97.12347777777778,22.20264444444444,63819,0.04,1.08,0.85,0.67
1399,Madagascar,2001,116.4853333333333,22.33003333333333,63398,0.02,0.9,0.8,0.85
1400,Madagascar,2002,112.57817777777777,22.16624444444444,63532,0.07,0.76,0.5,0.5
1401,Madagascar,2003,131.50198888888895,22.295822222222213,63733,0.04,1.32,0.27,0.37
1402,Madagascar,2004,117.0444222222222,22.03896666666667,63413,0.02,0.81,0.53,0.54
1403,Madagascar,2005,108.16675555555555,22.390911111111112,63454,0.03,2.07,1.27,1.3
1404,Madagascar,2006,112.1279222222222,22.267166666666665,62526,0.03,1.06,0.57,0.47
1405,Madagascar,2007,107.40343333333334,22.478011111111112,59882,0.03,1.25,0.71,0.72
1406,Madagascar,2008,114.70032222222223,21.980988888888888,60724,0.03,2.08,0.66,0.82
1407,Madagascar,2009,114.90992222222219,22.44641111111111,60135,0.04,1.23,0.45,0.49
1408,Madagascar,2010,113.54527777777777,22.81884444444445,56545,0.07,1.27,0.57,0.64
1409,Madagascar,2011,112.06378888888888,22.54656666666667,61558,0.09,2.41,0.47,0.63
1410,Madagascar,2012,112.57718888888887,22.38354444444445,65570,0.11,4.68,0.63,0.56
1411,Madagascar,2013,123.98491111111113,22.29545555555556,65127,0.14,2.85,0.62,0.53
1412,Madagascar,2014,117.46261111111113,22.546388888888888,63514,0.13,5.09,1.11,1.08
1413,Madagascar,2015,105.70664444444445,22.546422222222233,62750,0.11,4.57,0.74,0.97
1414,Madagascar,2016,109.89034222222219,22.387888888888888,63090,0.14,2.59,1.2,1.2
1415,Malawi,1991,88.09148444444445,21.423600000000004,1276690,0.07,18.55,6.45,3.23
1416,Malawi,1992,52.96411888888888,21.85183333333334,1713547,0.07,21.32,5.76,3.29
1417,Malawi,1993,86.14382999999998,21.436955555555556,1604058,0.07,19.75,8.64,2.06
1418,Malawi,1994,70.36384999999999,21.5567,1794419,0.08,4.06,3.24,2.24
1419,Malawi,1995,71.76765999999998,21.84875555555555,1766890,0.07,11.61,4.25,2.06
1420,Malawi,1996,95.15398666666668,21.362544444444445,1815757,0.07,14.98,5.65,2.37
1421,Malawi,1997,88.89419666666666,21.656744444444445,2103140,0.07,15.97,4.88,1.16
1422,Malawi,1998,70.43557888888887,21.975388888888887,2147180,0.05,12.75,4.36,1.28
1423,Malawi,1999,112.5397977777778,21.33918888888889,2191213,0.04,10.6,5.87,1.24
1424,Malawi,2000,78.07679777777777,21.489966666666664,2418426,0.07,12.01,3.96,1.31
1425,Malawi,2001,98.28036555555555,21.52277777777777,2537381,0.06,5.63,1.81,1.78
1426,Malawi,2002,79.54927333333333,21.74191111111111,2676267,0.04,20.16,6.05,2.21
1427,Malawi,2003,92.20077555555555,21.7728,2818444,0.03,19.49,6.6,3.7
1428,Malawi,2004,90.28620333333332,21.586877777777786,2940519,0.02,22.88,7.59,2.51
1429,Malawi,2005,54.54518777777778,22.344244444444445,3075150,0.09,19.87,5.91,3.52
1430,Malawi,2006,62.42462333333332,21.72657777777778,3252883,0.06,24.15,6.99,4.23
1431,Malawi,2007,82.55880666666665,21.790722222222215,3324883,0.17,26.9,8.09,4.93
1432,Malawi,2008,80.774,21.32485555555556,3385899,0.17,27.39,3.48,2.68
1433,Malawi,2009,87.06225777777777,21.666466666666665,3673056,0.2,19.82,5.67,4.21
1434,Malawi,2010,79.46327333333333,22.117711111111113,3795420,0.15,25.17,4.61,4.35
1435,Malawi,2011,103.19198888888893,21.52915555555556,3797332,0.15,22.74,3.74,1.97
1436,Malawi,2012,83.08476666666667,21.279122222222227,3827675,0.21,15.64,5.49,3.61
1437,Malawi,2013,86.83083111111111,21.561855555555557,4084048,0.4,15.68,6.81,5.17
1438,Malawi,2014,89.09993888888891,21.6092,4222984,0.62,31.13,3.07,3.48
1439,Malawi,2015,65.15915444444444,21.884477777777786,4533722,0.62,28.8,7.04,4.57
1440,Malawi,2016,78.49718444444444,21.84458888888889,4309512,0.62,16.65,3.79,2.77
1441,Malaysia,1991,197.838,25.846611111111113,53466,6.05,39.09,25.5,79.81
1442,Malaysia,1992,175.63433333333333,25.790722222222215,53097,6.04,45.19,24.52,78.14
1443,Malaysia,1993,205.9715555555556,25.54215555555556,54022,5.96,45.53,25.72,84.71
1444,Malaysia,1994,241.50322222222226,25.62491111111111,54211,5.87,42.77,25.38,104.32
1445,Malaysia,1995,249.15366666666668,25.71776666666667,54028,5.89,42.78,30.82,89.75
1446,Malaysia,1996,248.8278888888889,25.632966666666665,53737,5.9,38.2,34.45,96.76
1447,Malaysia,1997,191.85066666666668,25.87185555555555,55186,5.9,51.55,35.66,100.39
1448,Malaysia,1998,196.6288,26.430600000000005,55573,5.92,62.62,34.99,113.52
1449,Malaysia,1999,257.33788888888887,25.70214444444445,54717,5.91,54.4,34.64,109.67
1450,Malaysia,2000,263.4747777777779,25.732788888888887,59330,5.92,52.39,30.01,96.19
1451,Malaysia,2001,238.07966666666667,25.94198888888889,64674,5.92,49.82,23.84,96.07
1452,Malaysia,2002,204.2274444444444,26.0957,62654,5.84,61.85,14.98,81.53
1453,Malaysia,2003,234.6108888888889,26.00224444444445,62707,5.77,76.44,14.81,66.93
1454,Malaysia,2004,216.63922222222226,25.920288888888887,60885,5.76,87.99,14.78,133.3
1455,Malaysia,2005,199.25099999999998,26.01244444444445,60466,5.75,96.9,20.63,103.69
1456,Malaysia,2006,256.66922222222234,25.713855555555554,59335,5.8,95.66,16.35,134.18
1457,Malaysia,2007,267.1452222222222,25.748455555555555,57484,6.87,97.51,22.05,143.77
1458,Malaysia,2008,286.59677777777785,25.45043333333333,64869,7.99,105.89,20.18,135.92
1459,Malaysia,2009,276.58233333333334,25.81913333333333,68528,7.57,70.26,14.4,55.21
1460,Malaysia,2010,253.173,26.049988888888887,69775,8.47,95.93,29.44,135.18
1461,Malaysia,2011,272.11188888888887,25.69495555555556,49336,5.74,97.45,21.68,141.74
1462,Malaysia,2012,249.17633333333333,25.87976666666667,66290,6.6,95.51,21.93,103.2
1463,Malaysia,2013,233.257,26.097088888888887,70496,7.9,71.43,43.86,108.79
1464,Malaysia,2014,204.96455555555562,25.89196666666667,69108,6.3,77.12,44.47,135.11
1465,Malaysia,2015,200.52211111111112,26.094755555555555,87260,7.64,64.97,39.88,104.85
1466,Malaysia,2016,213.63222222222225,26.50611111111111,86846,8.12,63.63,35.22,114.77
1467,Maldives,2004,182.22222222222226,28.4,80000,4.4,2.0,0.7,0.4
1468,Maldives,2005,182.22222222222226,28.655555555555548,83333,5.5,4.25,3.13,3.75
1469,Maldives,2006,182.22222222222226,28.377777777777766,100000,6.29,17.0,16.86,16.57
1470,Maldives,2007,182.22222222222226,28.44444444444445,80000,6.29,36.57,0.86,0.0
1471,Maldives,2008,182.22222222222226,28.04444444444445,85791,6.29,9.14,0.43,0.0
1472,Maldives,2009,182.22222222222226,28.46666666666667,86708,6.29,20.14,17.86,18.29
1473,Maldives,2010,182.22222222222226,28.711111111111112,87141,6.38,18.41,17.39,17.54
1474,Maldives,2011,182.22222222222226,28.36666666666667,88322,6.38,10.14,6.09,4.49
1475,Maldives,2012,182.22222222222226,28.522222222222233,100000,9.57,43.89,16.03,16.27
1476,Maldives,2013,182.22222222222226,28.43333333333333,80000,34.2,37.17,36.2,36.01
1477,Maldives,2014,182.22222222222226,28.73333333333333,80000,0.0,29.44,4.1,0.6
1478,Maldives,2015,182.22222222222226,28.6,85390,0.0,34.44,0.43,1.36
1479,Maldives,2016,182.22222222222226,29.177777777777766,86760,0.0,49.08,1.91,2.24
1480,Mali,1991,31.331958888888888,29.466922222222234,24185,0.07,4.44,2.57,0.0
1481,Mali,1992,30.37502333333333,29.002622222222232,24376,0.04,4.78,6.07,1.34
1482,Mali,1993,29.773974444444452,29.56806666666667,24783,0.03,3.82,3.18,0.96
1483,Mali,1994,37.885983333333336,28.97226666666667,25294,0.03,3.69,1.85,2.15
1484,Mali,1995,31.94971888888889,29.32974444444445,25906,0.02,3.51,2.34,2.05
1485,Mali,1996,29.96556888888889,29.868177777777767,26409,0.02,2.58,1.87,1.42
1486,Mali,1997,29.935897777777786,29.59142222222223,26931,0.01,5.51,2.58,2.19
1487,Mali,1998,34.714221111111115,30.091600000000003,27336,0.01,3.74,3.4,2.73
1488,Mali,1999,39.87639444444445,29.280622222222213,28888,0.01,3.89,3.46,3.35
1489,Mali,2000,30.543944444444453,29.729622222222233,28008,0.01,2.76,2.95,2.95
1490,Mali,2001,31.15239666666667,29.66544444444445,26045,0.01,3.02,3.02,3.02
1491,Mali,2002,24.990405555555558,29.945755555555554,30158,0.01,10.45,3.76,3.67
1492,Mali,2003,39.37680666666667,29.860677777777767,26842,0.01,7.33,2.77,2.45
1493,Mali,2004,31.981637777777767,29.811933333333336,31532,0.01,9.04,3.29,3.53
1494,Mali,2005,34.64275222222222,30.1601,27303,0.0,8.77,2.88,2.89
1495,Mali,2006,32.19536,29.932566666666666,50319,0.0,10.7,3.29,3.39
1496,Mali,2007,33.16019222222222,29.834722222222233,66436,0.0,6.19,2.6,4.4
1497,Mali,2008,35.42593111111111,29.339522222222215,82248,0.0,11.01,1.18,5.55
1498,Mali,2009,33.866227777777766,30.05431111111111,99369,0.0,10.36,2.8,4.07
1499,Mali,2010,40.92455888888888,30.45934444444445,121680,0.0,10.55,4.5,3.02
1500,Mali,2011,30.722645555555548,30.1337,122028,0.0,7.97,0.87,0.0
1501,Mali,2012,39.433786666666656,29.3655,140953,0.0,8.44,0.0,0.0
1502,Mali,2013,34.113507777777784,29.943811111111113,177339,0.0,11.36,1.9,0.99
1503,Mali,2014,33.34954666666667,29.830444444444453,158582,0.0,13.7,4.31,2.55
1504,Mali,2015,33.34218444444444,30.068911111111113,147948,0.0,16.04,6.72,4.11
1505,Mali,2016,35.507651111111116,30.059077777777766,175986,0.0,18.38,9.12,5.66
1506,Malta,1991,29.58207777777779,19.1171,86737,25.08,53.85,0.0,0.0
1507,Malta,1992,27.93788111111111,19.036877777777786,86741,25.08,92.31,0.0,0.0
1508,Malta,1993,19.82229222222222,19.309933333333333,86746,25.08,76.92,0.0,0.0
1509,Malta,1994,21.01088888888889,20.41703333333333,87659,34.38,76.92,0.0,0.0
1510,Malta,1995,31.308185555555553,19.60025555555556,88259,19.09,90.91,0.0,0.0
1511,Malta,1996,43.86682666666668,19.453844444444442,111111,14.0,90.91,0.0,0.0
1512,Malta,1997,26.716704444444453,19.880722222222225,94555,25.8,100.0,0.0,0.0
1513,Malta,1998,19.426866666666665,20.135177777777773,128000,29.0,128.78,18.89,18.89
1514,Malta,1999,17.828892222222226,20.318722222222224,127664,15.44,50.11,14.56,14.56
1515,Malta,2000,25.026211111111113,19.884188888888886,125759,20.22,50.0,16.67,16.67
1516,Malta,2001,22.900074444444453,20.495766666666672,130833,11.2,30.0,20.0,20.0
1517,Malta,2002,17.59554,20.062922222222227,131522,11.3,59.8,15.6,17.5
1518,Malta,2003,41.046292222222206,20.128088888888886,128292,11.06,50.1,16.15,17.98
1519,Malta,2004,19.99038,19.585644444444444,120953,11.6,64.3,26.3,26.4
1520,Malta,2005,21.065992222222224,19.488755555555556,129650,12.69,62.15,13.87,17.1
1521,Malta,2006,27.454791111111106,20.02608888888889,125758,12.93,100.65,12.83,15.22
1522,Malta,2007,18.14510444444445,20.54291111111111,128788,13.01,61.4,14.73,19.14
1523,Malta,2008,20.780146666666667,20.360888888888887,134989,13.01,36.45,13.01,14.19
1524,Malta,2009,43.52140555555553,20.0551,124254,13.12,44.62,0.65,1.4
